sentence,word,label
Mera phone hang ho gaya hai but I have zero motivation today,Mera,URD
Mera phone hang ho gaya hai but I have zero motivation today,phone,ENG
Mera phone hang ho gaya hai but I have zero motivation today,hang,ENG
Mera phone hang ho gaya hai but I have zero motivation today,ho,URD
Mera phone hang ho gaya hai but I have zero motivation today,gaya,URD
Mera phone hang ho gaya hai but I have zero motivation today,hai,URD
Mera phone hang ho gaya hai but I have zero motivation today,but,ENG
Mera phone hang ho gaya hai but I have zero motivation today,I,ENG
Mera phone hang ho gaya hai but I have zero motivation today,have,ENG
Mera phone hang ho gaya hai but I have zero motivation today,zero,ENG
Mera phone hang ho gaya hai but I have zero motivation today,motivation,ENG
Mera phone hang ho gaya hai but I have zero motivation today,today,ENG
Dil nahi kar raha kuch bhi karne ka aur I need a break honestly,Dil,URD
Dil nahi kar raha kuch bhi karne ka aur I need a break honestly,nahi,URD
Dil nahi kar raha kuch bhi karne ka aur I need a break honestly,kar,URD
Dil nahi kar raha kuch bhi karne ka aur I need a break honestly,raha,URD
Dil nahi kar raha kuch bhi karne ka aur I need a break honestly,kuch,URD
Dil nahi kar raha kuch bhi karne ka aur I need a break honestly,bhi,URD
Dil nahi kar raha kuch bhi karne ka aur I need a break honestly,karne,URD
Dil nahi kar raha kuch bhi karne ka aur I need a break honestly,ka,URD
Dil nahi kar raha kuch bhi karne ka aur I need a break honestly,aur,URD
Dil nahi kar raha kuch bhi karne ka aur I need a break honestly,I,ENG
Dil nahi kar raha kuch bhi karne ka aur I need a break honestly,need,ENG
Dil nahi kar raha kuch bhi karne ka aur I need a break honestly,a,ENG
Dil nahi kar raha kuch bhi karne ka aur I need a break honestly,break,ENG
Dil nahi kar raha kuch bhi karne ka aur I need a break honestly,honestly,ENG
Subha se sar dard ho raha hai but still not prepared at all,Subha,URD
Subha se sar dard ho raha hai but still not prepared at all,se,URD
Subha se sar dard ho raha hai but still not prepared at all,sar,URD
Subha se sar dard ho raha hai but still not prepared at all,dard,URD
Subha se sar dard ho raha hai but still not prepared at all,ho,URD
Subha se sar dard ho raha hai but still not prepared at all,raha,URD
Subha se sar dard ho raha hai but still not prepared at all,hai,URD
Subha se sar dard ho raha hai but still not prepared at all,but,ENG
Subha se sar dard ho raha hai but still not prepared at all,still,ENG
Subha se sar dard ho raha hai but still not prepared at all,not,ENG
Subha se sar dard ho raha hai but still not prepared at all,prepared,ENG
Subha se sar dard ho raha hai but still not prepared at all,at,ENG
Subha se sar dard ho raha hai but still not prepared at all,all,ENG
Aaj mera mood nahi hai lekin the results come out tomorrow,Aaj,URD
Aaj mera mood nahi hai lekin the results come out tomorrow,mera,URD
Aaj mera mood nahi hai lekin the results come out tomorrow,mood,MIX
Aaj mera mood nahi hai lekin the results come out tomorrow,nahi,URD
Aaj mera mood nahi hai lekin the results come out tomorrow,hai,URD
Aaj mera mood nahi hai lekin the results come out tomorrow,lekin,URD
Aaj mera mood nahi hai lekin the results come out tomorrow,the,ENG
Aaj mera mood nahi hai lekin the results come out tomorrow,results,ENG
Aaj mera mood nahi hai lekin the results come out tomorrow,come,ENG
Aaj mera mood nahi hai lekin the results come out tomorrow,out,ENG
Aaj mera mood nahi hai lekin the results come out tomorrow,tomorrow,ENG
Ammi ne kaha ghar jaldi aa jao but the deadline is tomorrow,Ammi,URD
Ammi ne kaha ghar jaldi aa jao but the deadline is tomorrow,ne,URD
Ammi ne kaha ghar jaldi aa jao but the deadline is tomorrow,kaha,URD
Ammi ne kaha ghar jaldi aa jao but the deadline is tomorrow,ghar,URD
Ammi ne kaha ghar jaldi aa jao but the deadline is tomorrow,jaldi,URD
Ammi ne kaha ghar jaldi aa jao but the deadline is tomorrow,aa,URD
Ammi ne kaha ghar jaldi aa jao but the deadline is tomorrow,jao,URD
Ammi ne kaha ghar jaldi aa jao but the deadline is tomorrow,but,ENG
Ammi ne kaha ghar jaldi aa jao but the deadline is tomorrow,the,ENG
Ammi ne kaha ghar jaldi aa jao but the deadline is tomorrow,deadline,ENG
Ammi ne kaha ghar jaldi aa jao but the deadline is tomorrow,is,ENG
Ammi ne kaha ghar jaldi aa jao but the deadline is tomorrow,tomorrow,ENG
Bhai kal mera presentation hai phir I'm literally so tired,Bhai,URD
Bhai kal mera presentation hai phir I'm literally so tired,kal,URD
Bhai kal mera presentation hai phir I'm literally so tired,mera,URD
Bhai kal mera presentation hai phir I'm literally so tired,presentation,MIX
Bhai kal mera presentation hai phir I'm literally so tired,hai,URD
Bhai kal mera presentation hai phir I'm literally so tired,phir,URD
Bhai kal mera presentation hai phir I'm literally so tired,I'm,ENG
Bhai kal mera presentation hai phir I'm literally so tired,literally,ENG
Bhai kal mera presentation hai phir I'm literally so tired,so,ENG
Bhai kal mera presentation hai phir I'm literally so tired,tired,ENG
Ghar par sab log so gaye hain so I overslept again today,Ghar,URD
Ghar par sab log so gaye hain so I overslept again today,par,URD
Ghar par sab log so gaye hain so I overslept again today,sab,URD
Ghar par sab log so gaye hain so I overslept again today,log,URD
Ghar par sab log so gaye hain so I overslept again today,so,URD
Ghar par sab log so gaye hain so I overslept again today,gaye,URD
Ghar par sab log so gaye hain so I overslept again today,hain,URD
Ghar par sab log so gaye hain so I overslept again today,so,ENG
Ghar par sab log so gaye hain so I overslept again today,I,ENG
Ghar par sab log so gaye hain so I overslept again today,overslept,ENG
Ghar par sab log so gaye hain so I overslept again today,again,ENG
Ghar par sab log so gaye hain so I overslept again today,today,ENG
Mera phone hang ho gaya hai so the results come out tomorrow,Mera,URD
Mera phone hang ho gaya hai so the results come out tomorrow,phone,ENG
Mera phone hang ho gaya hai so the results come out tomorrow,hang,ENG
Mera phone hang ho gaya hai so the results come out tomorrow,ho,URD
Mera phone hang ho gaya hai so the results come out tomorrow,gaya,URD
Mera phone hang ho gaya hai so the results come out tomorrow,hai,URD
Mera phone hang ho gaya hai so the results come out tomorrow,so,ENG
Mera phone hang ho gaya hai so the results come out tomorrow,the,ENG
Mera phone hang ho gaya hai so the results come out tomorrow,results,ENG
Mera phone hang ho gaya hai so the results come out tomorrow,come,ENG
Mera phone hang ho gaya hai so the results come out tomorrow,out,ENG
Mera phone hang ho gaya hai so the results come out tomorrow,tomorrow,ENG
Bhai kal mera presentation hai aur can we reschedule the call,Bhai,URD
Bhai kal mera presentation hai aur can we reschedule the call,kal,URD
Bhai kal mera presentation hai aur can we reschedule the call,mera,URD
Bhai kal mera presentation hai aur can we reschedule the call,presentation,MIX
Bhai kal mera presentation hai aur can we reschedule the call,hai,URD
Bhai kal mera presentation hai aur can we reschedule the call,aur,URD
Bhai kal mera presentation hai aur can we reschedule the call,can,ENG
Bhai kal mera presentation hai aur can we reschedule the call,we,ENG
Bhai kal mera presentation hai aur can we reschedule the call,reschedule,ENG
Bhai kal mera presentation hai aur can we reschedule the call,the,ENG
Bhai kal mera presentation hai aur can we reschedule the call,call,ENG
honestly I don't care anymore so Ammi ne kaha ghar jaldi aa jao,honestly,ENG
honestly I don't care anymore so Ammi ne kaha ghar jaldi aa jao,I,ENG
honestly I don't care anymore so Ammi ne kaha ghar jaldi aa jao,don't,ENG
honestly I don't care anymore so Ammi ne kaha ghar jaldi aa jao,care,ENG
honestly I don't care anymore so Ammi ne kaha ghar jaldi aa jao,anymore,ENG
honestly I don't care anymore so Ammi ne kaha ghar jaldi aa jao,so,ENG
honestly I don't care anymore so Ammi ne kaha ghar jaldi aa jao,Ammi,URD
honestly I don't care anymore so Ammi ne kaha ghar jaldi aa jao,ne,URD
honestly I don't care anymore so Ammi ne kaha ghar jaldi aa jao,kaha,URD
honestly I don't care anymore so Ammi ne kaha ghar jaldi aa jao,ghar,URD
honestly I don't care anymore so Ammi ne kaha ghar jaldi aa jao,jaldi,URD
honestly I don't care anymore so Ammi ne kaha ghar jaldi aa jao,aa,URD
honestly I don't care anymore so Ammi ne kaha ghar jaldi aa jao,jao,URD
I can't even right now lekin Aaj bohot garmi hai,I,ENG
I can't even right now lekin Aaj bohot garmi hai,can't,ENG
I can't even right now lekin Aaj bohot garmi hai,even,ENG
I can't even right now lekin Aaj bohot garmi hai,right,ENG
I can't even right now lekin Aaj bohot garmi hai,now,ENG
I can't even right now lekin Aaj bohot garmi hai,lekin,URD
I can't even right now lekin Aaj bohot garmi hai,Aaj,URD
I can't even right now lekin Aaj bohot garmi hai,bohot,URD
I can't even right now lekin Aaj bohot garmi hai,garmi,URD
I can't even right now lekin Aaj bohot garmi hai,hai,URD
"I was literally waiting for you, Ye traffic bilkul insane hai",I,ENG
"I was literally waiting for you, Ye traffic bilkul insane hai",was,ENG
"I was literally waiting for you, Ye traffic bilkul insane hai",literally,ENG
"I was literally waiting for you, Ye traffic bilkul insane hai",waiting,ENG
"I was literally waiting for you, Ye traffic bilkul insane hai",for,ENG
"I was literally waiting for you, Ye traffic bilkul insane hai",you,ENG
"I was literally waiting for you, Ye traffic bilkul insane hai",Ye,URD
"I was literally waiting for you, Ye traffic bilkul insane hai",traffic,ENG
"I was literally waiting for you, Ye traffic bilkul insane hai",bilkul,URD
"I was literally waiting for you, Ye traffic bilkul insane hai",insane,ENG
"I was literally waiting for you, Ye traffic bilkul insane hai",hai,URD
I need to submit the form lekin Subha se sar dard ho raha hai,I,ENG
I need to submit the form lekin Subha se sar dard ho raha hai,need,ENG
I need to submit the form lekin Subha se sar dard ho raha hai,to,ENG
I need to submit the form lekin Subha se sar dard ho raha hai,submit,ENG
I need to submit the form lekin Subha se sar dard ho raha hai,the,ENG
I need to submit the form lekin Subha se sar dard ho raha hai,form,ENG
I need to submit the form lekin Subha se sar dard ho raha hai,lekin,URD
I need to submit the form lekin Subha se sar dard ho raha hai,Subha,URD
I need to submit the form lekin Subha se sar dard ho raha hai,se,URD
I need to submit the form lekin Subha se sar dard ho raha hai,sar,URD
I need to submit the form lekin Subha se sar dard ho raha hai,dard,URD
I need to submit the form lekin Subha se sar dard ho raha hai,ho,URD
I need to submit the form lekin Subha se sar dard ho raha hai,raha,URD
I need to submit the form lekin Subha se sar dard ho raha hai,hai,URD
the deadline is tomorrow lekin Aaj mera mood nahi hai,the,ENG
the deadline is tomorrow lekin Aaj mera mood nahi hai,deadline,ENG
the deadline is tomorrow lekin Aaj mera mood nahi hai,is,ENG
the deadline is tomorrow lekin Aaj mera mood nahi hai,tomorrow,ENG
the deadline is tomorrow lekin Aaj mera mood nahi hai,lekin,URD
the deadline is tomorrow lekin Aaj mera mood nahi hai,Aaj,URD
the deadline is tomorrow lekin Aaj mera mood nahi hai,mera,URD
the deadline is tomorrow lekin Aaj mera mood nahi hai,mood,MIX
the deadline is tomorrow lekin Aaj mera mood nahi hai,nahi,URD
the deadline is tomorrow lekin Aaj mera mood nahi hai,hai,URD
this project is due Friday but Yaar tension mat lo,this,ENG
this project is due Friday but Yaar tension mat lo,project,ENG
this project is due Friday but Yaar tension mat lo,is,ENG
this project is due Friday but Yaar tension mat lo,due,ENG
this project is due Friday but Yaar tension mat lo,Friday,ENG
this project is due Friday but Yaar tension mat lo,but,ENG
this project is due Friday but Yaar tension mat lo,Yaar,URD
this project is due Friday but Yaar tension mat lo,tension,ENG
this project is due Friday but Yaar tension mat lo,mat,URD
this project is due Friday but Yaar tension mat lo,lo,URD
it's not a big deal lekin Mujhe office jaldi jana hai,it's,ENG
it's not a big deal lekin Mujhe office jaldi jana hai,not,ENG
it's not a big deal lekin Mujhe office jaldi jana hai,a,ENG
it's not a big deal lekin Mujhe office jaldi jana hai,big,ENG
it's not a big deal lekin Mujhe office jaldi jana hai,deal,ENG
it's not a big deal lekin Mujhe office jaldi jana hai,lekin,URD
it's not a big deal lekin Mujhe office jaldi jana hai,Mujhe,URD
it's not a big deal lekin Mujhe office jaldi jana hai,office,ENG
it's not a big deal lekin Mujhe office jaldi jana hai,jaldi,URD
it's not a big deal lekin Mujhe office jaldi jana hai,jana,URD
it's not a big deal lekin Mujhe office jaldi jana hai,hai,URD
it's not a big deal and Ghar par sab log so gaye hain,it's,ENG
it's not a big deal and Ghar par sab log so gaye hain,not,ENG
it's not a big deal and Ghar par sab log so gaye hain,a,ENG
it's not a big deal and Ghar par sab log so gaye hain,big,ENG
it's not a big deal and Ghar par sab log so gaye hain,deal,ENG
it's not a big deal and Ghar par sab log so gaye hain,and,ENG
it's not a big deal and Ghar par sab log so gaye hain,Ghar,URD
it's not a big deal and Ghar par sab log so gaye hain,par,URD
it's not a big deal and Ghar par sab log so gaye hain,sab,URD
it's not a big deal and Ghar par sab log so gaye hain,log,URD
it's not a big deal and Ghar par sab log so gaye hain,so,URD
it's not a big deal and Ghar par sab log so gaye hain,gaye,URD
it's not a big deal and Ghar par sab log so gaye hain,hain,URD
the results come out tomorrow phir Kal raat neend hi nahi aayi,the,ENG
the results come out tomorrow phir Kal raat neend hi nahi aayi,results,ENG
the results come out tomorrow phir Kal raat neend hi nahi aayi,come,ENG
the results come out tomorrow phir Kal raat neend hi nahi aayi,out,ENG
the results come out tomorrow phir Kal raat neend hi nahi aayi,tomorrow,ENG
the results come out tomorrow phir Kal raat neend hi nahi aayi,phir,URD
the results come out tomorrow phir Kal raat neend hi nahi aayi,Kal,URD
the results come out tomorrow phir Kal raat neend hi nahi aayi,raat,URD
the results come out tomorrow phir Kal raat neend hi nahi aayi,neend,URD
the results come out tomorrow phir Kal raat neend hi nahi aayi,hi,URD
the results come out tomorrow phir Kal raat neend hi nahi aayi,nahi,URD
the results come out tomorrow phir Kal raat neend hi nahi aayi,aayi,URD
everyone is so stressed phir Mera phone hang ho gaya hai,everyone,ENG
everyone is so stressed phir Mera phone hang ho gaya hai,is,ENG
everyone is so stressed phir Mera phone hang ho gaya hai,so,ENG
everyone is so stressed phir Mera phone hang ho gaya hai,stressed,ENG
everyone is so stressed phir Mera phone hang ho gaya hai,phir,URD
everyone is so stressed phir Mera phone hang ho gaya hai,Mera,URD
everyone is so stressed phir Mera phone hang ho gaya hai,phone,ENG
everyone is so stressed phir Mera phone hang ho gaya hai,hang,ENG
everyone is so stressed phir Mera phone hang ho gaya hai,ho,URD
everyone is so stressed phir Mera phone hang ho gaya hai,gaya,URD
everyone is so stressed phir Mera phone hang ho gaya hai,hai,URD
I totally forgot about it lekin Subha se sar dard ho raha hai,I,ENG
I totally forgot about it lekin Subha se sar dard ho raha hai,totally,ENG
I totally forgot about it lekin Subha se sar dard ho raha hai,forgot,ENG
I totally forgot about it lekin Subha se sar dard ho raha hai,about,ENG
I totally forgot about it lekin Subha se sar dard ho raha hai,it,ENG
I totally forgot about it lekin Subha se sar dard ho raha hai,lekin,URD
I totally forgot about it lekin Subha se sar dard ho raha hai,Subha,URD
I totally forgot about it lekin Subha se sar dard ho raha hai,se,URD
I totally forgot about it lekin Subha se sar dard ho raha hai,sar,URD
I totally forgot about it lekin Subha se sar dard ho raha hai,dard,URD
I totally forgot about it lekin Subha se sar dard ho raha hai,ho,URD
I totally forgot about it lekin Subha se sar dard ho raha hai,raha,URD
I totally forgot about it lekin Subha se sar dard ho raha hai,hai,URD
I need to submit the form and Ammi ne biryani banayi hai,I,ENG
I need to submit the form and Ammi ne biryani banayi hai,need,ENG
I need to submit the form and Ammi ne biryani banayi hai,to,ENG
I need to submit the form and Ammi ne biryani banayi hai,submit,ENG
I need to submit the form and Ammi ne biryani banayi hai,the,ENG
I need to submit the form and Ammi ne biryani banayi hai,form,ENG
I need to submit the form and Ammi ne biryani banayi hai,and,ENG
I need to submit the form and Ammi ne biryani banayi hai,Ammi,URD
I need to submit the form and Ammi ne biryani banayi hai,ne,URD
I need to submit the form and Ammi ne biryani banayi hai,biryani,URD
I need to submit the form and Ammi ne biryani banayi hai,banayi,URD
I need to submit the form and Ammi ne biryani banayi hai,hai,URD
the deadline is tomorrow so Ghar par sab log so gaye hain,the,ENG
the deadline is tomorrow so Ghar par sab log so gaye hain,deadline,ENG
the deadline is tomorrow so Ghar par sab log so gaye hain,is,ENG
the deadline is tomorrow so Ghar par sab log so gaye hain,tomorrow,ENG
the deadline is tomorrow so Ghar par sab log so gaye hain,so,ENG
the deadline is tomorrow so Ghar par sab log so gaye hain,Ghar,URD
the deadline is tomorrow so Ghar par sab log so gaye hain,par,URD
the deadline is tomorrow so Ghar par sab log so gaye hain,sab,URD
the deadline is tomorrow so Ghar par sab log so gaye hain,log,URD
the deadline is tomorrow so Ghar par sab log so gaye hain,so,URD
the deadline is tomorrow so Ghar par sab log so gaye hain,gaye,URD
the deadline is tomorrow so Ghar par sab log so gaye hain,hain,URD
the wifi keeps disconnecting but Bijli phir chali gayi,the,ENG
the wifi keeps disconnecting but Bijli phir chali gayi,wifi,ENG
the wifi keeps disconnecting but Bijli phir chali gayi,keeps,ENG
the wifi keeps disconnecting but Bijli phir chali gayi,disconnecting,ENG
the wifi keeps disconnecting but Bijli phir chali gayi,but,ENG
the wifi keeps disconnecting but Bijli phir chali gayi,Bijli,URD
the wifi keeps disconnecting but Bijli phir chali gayi,phir,URD
the wifi keeps disconnecting but Bijli phir chali gayi,chali,URD
the wifi keeps disconnecting but Bijli phir chali gayi,gayi,URD
let's just get this done phir Abhi tak reply nahi aya,let's,ENG
let's just get this done phir Abhi tak reply nahi aya,just,ENG
let's just get this done phir Abhi tak reply nahi aya,get,ENG
let's just get this done phir Abhi tak reply nahi aya,this,ENG
let's just get this done phir Abhi tak reply nahi aya,done,ENG
let's just get this done phir Abhi tak reply nahi aya,phir,URD
let's just get this done phir Abhi tak reply nahi aya,Abhi,URD
let's just get this done phir Abhi tak reply nahi aya,tak,URD
let's just get this done phir Abhi tak reply nahi aya,reply,ENG
let's just get this done phir Abhi tak reply nahi aya,nahi,URD
let's just get this done phir Abhi tak reply nahi aya,aya,URD
I'm not in the mood lekin Aaj mera mood nahi hai,I'm,ENG
I'm not in the mood lekin Aaj mera mood nahi hai,not,ENG
I'm not in the mood lekin Aaj mera mood nahi hai,in,ENG
I'm not in the mood lekin Aaj mera mood nahi hai,the,ENG
I'm not in the mood lekin Aaj mera mood nahi hai,mood,ENG
I'm not in the mood lekin Aaj mera mood nahi hai,lekin,URD
I'm not in the mood lekin Aaj mera mood nahi hai,Aaj,URD
I'm not in the mood lekin Aaj mera mood nahi hai,mera,URD
I'm not in the mood lekin Aaj mera mood nahi hai,mood,MIX
I'm not in the mood lekin Aaj mera mood nahi hai,nahi,URD
I'm not in the mood lekin Aaj mera mood nahi hai,hai,URD
the results come out tomorrow phir Mujhe abhi ghar pohanchna hai,the,ENG
the results come out tomorrow phir Mujhe abhi ghar pohanchna hai,results,ENG
the results come out tomorrow phir Mujhe abhi ghar pohanchna hai,come,ENG
the results come out tomorrow phir Mujhe abhi ghar pohanchna hai,out,ENG
the results come out tomorrow phir Mujhe abhi ghar pohanchna hai,tomorrow,ENG
the results come out tomorrow phir Mujhe abhi ghar pohanchna hai,phir,URD
the results come out tomorrow phir Mujhe abhi ghar pohanchna hai,Mujhe,URD
the results come out tomorrow phir Mujhe abhi ghar pohanchna hai,abhi,URD
the results come out tomorrow phir Mujhe abhi ghar pohanchna hai,ghar,URD
the results come out tomorrow phir Mujhe abhi ghar pohanchna hai,pohanchna,URD
the results come out tomorrow phir Mujhe abhi ghar pohanchna hai,hai,URD
nothing is working properly but Mera phone hang ho gaya hai,nothing,ENG
nothing is working properly but Mera phone hang ho gaya hai,is,ENG
nothing is working properly but Mera phone hang ho gaya hai,working,ENG
nothing is working properly but Mera phone hang ho gaya hai,properly,ENG
nothing is working properly but Mera phone hang ho gaya hai,but,ENG
nothing is working properly but Mera phone hang ho gaya hai,Mera,URD
nothing is working properly but Mera phone hang ho gaya hai,phone,ENG
nothing is working properly but Mera phone hang ho gaya hai,hang,ENG
nothing is working properly but Mera phone hang ho gaya hai,ho,URD
nothing is working properly but Mera phone hang ho gaya hai,gaya,URD
nothing is working properly but Mera phone hang ho gaya hai,hai,URD
"I can't even right now, Ghar par sab log so gaye hain",I,ENG
"I can't even right now, Ghar par sab log so gaye hain",can't,ENG
"I can't even right now, Ghar par sab log so gaye hain",even,ENG
"I can't even right now, Ghar par sab log so gaye hain",right,ENG
"I can't even right now, Ghar par sab log so gaye hain",now,ENG
"I can't even right now, Ghar par sab log so gaye hain",Ghar,URD
"I can't even right now, Ghar par sab log so gaye hain",par,URD
"I can't even right now, Ghar par sab log so gaye hain",sab,URD
"I can't even right now, Ghar par sab log so gaye hain",log,URD
"I can't even right now, Ghar par sab log so gaye hain",so,URD
"I can't even right now, Ghar par sab log so gaye hain",gaye,URD
"I can't even right now, Ghar par sab log so gaye hain",hain,URD
this is so frustrating so Mujhe bilkul time nahi mila,this,ENG
this is so frustrating so Mujhe bilkul time nahi mila,is,ENG
this is so frustrating so Mujhe bilkul time nahi mila,so,ENG
this is so frustrating so Mujhe bilkul time nahi mila,frustrating,ENG
this is so frustrating so Mujhe bilkul time nahi mila,so,ENG
this is so frustrating so Mujhe bilkul time nahi mila,Mujhe,URD
this is so frustrating so Mujhe bilkul time nahi mila,bilkul,URD
this is so frustrating so Mujhe bilkul time nahi mila,time,ENG
this is so frustrating so Mujhe bilkul time nahi mila,nahi,URD
this is so frustrating so Mujhe bilkul time nahi mila,mila,URD
the deadline is tomorrow so Mujhe abhi ghar pohanchna hai,the,ENG
the deadline is tomorrow so Mujhe abhi ghar pohanchna hai,deadline,ENG
the deadline is tomorrow so Mujhe abhi ghar pohanchna hai,is,ENG
the deadline is tomorrow so Mujhe abhi ghar pohanchna hai,tomorrow,ENG
the deadline is tomorrow so Mujhe abhi ghar pohanchna hai,so,ENG
the deadline is tomorrow so Mujhe abhi ghar pohanchna hai,Mujhe,URD
the deadline is tomorrow so Mujhe abhi ghar pohanchna hai,abhi,URD
the deadline is tomorrow so Mujhe abhi ghar pohanchna hai,ghar,URD
the deadline is tomorrow so Mujhe abhi ghar pohanchna hai,pohanchna,URD
the deadline is tomorrow so Mujhe abhi ghar pohanchna hai,hai,URD
"had 3 meetings back to back, Ghar par sab log so gaye hain",had,ENG
"had 3 meetings back to back, Ghar par sab log so gaye hain",3,ENG
"had 3 meetings back to back, Ghar par sab log so gaye hain",meetings,ENG
"had 3 meetings back to back, Ghar par sab log so gaye hain",back,ENG
"had 3 meetings back to back, Ghar par sab log so gaye hain",to,ENG
"had 3 meetings back to back, Ghar par sab log so gaye hain",back,ENG
"had 3 meetings back to back, Ghar par sab log so gaye hain",Ghar,URD
"had 3 meetings back to back, Ghar par sab log so gaye hain",par,URD
"had 3 meetings back to back, Ghar par sab log so gaye hain",sab,URD
"had 3 meetings back to back, Ghar par sab log so gaye hain",log,URD
"had 3 meetings back to back, Ghar par sab log so gaye hain",so,URD
"had 3 meetings back to back, Ghar par sab log so gaye hain",gaye,URD
"had 3 meetings back to back, Ghar par sab log so gaye hain",hain,URD
I just want to sleep so Mujhe bilkul time nahi mila,I,ENG
I just want to sleep so Mujhe bilkul time nahi mila,just,ENG
I just want to sleep so Mujhe bilkul time nahi mila,want,ENG
I just want to sleep so Mujhe bilkul time nahi mila,to,ENG
I just want to sleep so Mujhe bilkul time nahi mila,sleep,ENG
I just want to sleep so Mujhe bilkul time nahi mila,so,ENG
I just want to sleep so Mujhe bilkul time nahi mila,Mujhe,URD
I just want to sleep so Mujhe bilkul time nahi mila,bilkul,URD
I just want to sleep so Mujhe bilkul time nahi mila,time,ENG
I just want to sleep so Mujhe bilkul time nahi mila,nahi,URD
I just want to sleep so Mujhe bilkul time nahi mila,mila,URD
had 3 meetings back to back and Mujhe abhi ghar pohanchna hai,had,ENG
had 3 meetings back to back and Mujhe abhi ghar pohanchna hai,3,ENG
had 3 meetings back to back and Mujhe abhi ghar pohanchna hai,meetings,ENG
had 3 meetings back to back and Mujhe abhi ghar pohanchna hai,back,ENG
had 3 meetings back to back and Mujhe abhi ghar pohanchna hai,to,ENG
had 3 meetings back to back and Mujhe abhi ghar pohanchna hai,back,ENG
had 3 meetings back to back and Mujhe abhi ghar pohanchna hai,and,ENG
had 3 meetings back to back and Mujhe abhi ghar pohanchna hai,Mujhe,URD
had 3 meetings back to back and Mujhe abhi ghar pohanchna hai,abhi,URD
had 3 meetings back to back and Mujhe abhi ghar pohanchna hai,ghar,URD
had 3 meetings back to back and Mujhe abhi ghar pohanchna hai,pohanchna,URD
had 3 meetings back to back and Mujhe abhi ghar pohanchna hai,hai,URD
it's not a big deal but Khana kha liya,it's,ENG
it's not a big deal but Khana kha liya,not,ENG
it's not a big deal but Khana kha liya,a,ENG
it's not a big deal but Khana kha liya,big,ENG
it's not a big deal but Khana kha liya,deal,ENG
it's not a big deal but Khana kha liya,but,ENG
it's not a big deal but Khana kha liya,Khana,URD
it's not a big deal but Khana kha liya,kha,URD
it's not a big deal but Khana kha liya,liya,URD
"I was literally waiting for you, Mujhe office jaldi jana hai",I,ENG
"I was literally waiting for you, Mujhe office jaldi jana hai",was,ENG
"I was literally waiting for you, Mujhe office jaldi jana hai",literally,ENG
"I was literally waiting for you, Mujhe office jaldi jana hai",waiting,ENG
"I was literally waiting for you, Mujhe office jaldi jana hai",for,ENG
"I was literally waiting for you, Mujhe office jaldi jana hai",you,ENG
"I was literally waiting for you, Mujhe office jaldi jana hai",Mujhe,URD
"I was literally waiting for you, Mujhe office jaldi jana hai",office,ENG
"I was literally waiting for you, Mujhe office jaldi jana hai",jaldi,URD
"I was literally waiting for you, Mujhe office jaldi jana hai",jana,URD
"I was literally waiting for you, Mujhe office jaldi jana hai",hai,URD
everyone is so stressed aur Ammi ne biryani banayi hai,everyone,ENG
everyone is so stressed aur Ammi ne biryani banayi hai,is,ENG
everyone is so stressed aur Ammi ne biryani banayi hai,so,ENG
everyone is so stressed aur Ammi ne biryani banayi hai,stressed,ENG
everyone is so stressed aur Ammi ne biryani banayi hai,aur,URD
everyone is so stressed aur Ammi ne biryani banayi hai,Ammi,URD
everyone is so stressed aur Ammi ne biryani banayi hai,ne,URD
everyone is so stressed aur Ammi ne biryani banayi hai,biryani,URD
everyone is so stressed aur Ammi ne biryani banayi hai,banayi,URD
everyone is so stressed aur Ammi ne biryani banayi hai,hai,URD
can we reschedule the call phir Yaar tension mat lo,can,ENG
can we reschedule the call phir Yaar tension mat lo,we,ENG
can we reschedule the call phir Yaar tension mat lo,reschedule,ENG
can we reschedule the call phir Yaar tension mat lo,the,ENG
can we reschedule the call phir Yaar tension mat lo,call,ENG
can we reschedule the call phir Yaar tension mat lo,phir,URD
can we reschedule the call phir Yaar tension mat lo,Yaar,URD
can we reschedule the call phir Yaar tension mat lo,tension,ENG
can we reschedule the call phir Yaar tension mat lo,mat,URD
can we reschedule the call phir Yaar tension mat lo,lo,URD
"can we reschedule the call, Mera phone hang ho gaya hai",can,ENG
"can we reschedule the call, Mera phone hang ho gaya hai",we,ENG
"can we reschedule the call, Mera phone hang ho gaya hai",reschedule,ENG
"can we reschedule the call, Mera phone hang ho gaya hai",the,ENG
"can we reschedule the call, Mera phone hang ho gaya hai",call,ENG
"can we reschedule the call, Mera phone hang ho gaya hai",Mera,URD
"can we reschedule the call, Mera phone hang ho gaya hai",phone,ENG
"can we reschedule the call, Mera phone hang ho gaya hai",hang,ENG
"can we reschedule the call, Mera phone hang ho gaya hai",ho,URD
"can we reschedule the call, Mera phone hang ho gaya hai",gaya,URD
"can we reschedule the call, Mera phone hang ho gaya hai",hai,URD
"I overslept again today, Mujhe neend aa rahi hai",I,ENG
"I overslept again today, Mujhe neend aa rahi hai",overslept,ENG
"I overslept again today, Mujhe neend aa rahi hai",again,ENG
"I overslept again today, Mujhe neend aa rahi hai",today,ENG
"I overslept again today, Mujhe neend aa rahi hai",Mujhe,URD
"I overslept again today, Mujhe neend aa rahi hai",neend,URD
"I overslept again today, Mujhe neend aa rahi hai",aa,URD
"I overslept again today, Mujhe neend aa rahi hai",rahi,URD
"I overslept again today, Mujhe neend aa rahi hai",hai,URD
